,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Seats,Price,company
4458,Renault Lodgy 110PS,Coimbatore,2016,51681,Diesel,Manual,First,19.98,1461,8,8.43,Renault
4459,Audi Q7 3.0,Hyderabad,2015,50000,Diesel,Automatic,First,12.07,2967,7,47.5,Audi
4460,Honda City i,Mumbai,2016,42666,Petrol,Automatic,First,18.0,1497,5,8.95,Honda
4461,Renault Duster 110PS,Jaipur,2013,65000,Diesel,Manual,Second,19.01,1461,5,5.5,Renault
4462,Honda Amaze S,Jaipur,2014,18776,Petrol,Manual,First,17.8,1198,5,4.75,Honda
4463,Honda Amaze S,Jaipur,2016,6714,Petrol,Manual,First,18.0,1198,5,4.75,Honda
4464,BMW 3 Series,Pune,2009,40000,Petrol,Automatic,Second,12.05,1995,5,9.5,BMW
4465,Maruti Ritz LDi,Coimbatore,2011,88539,Diesel,Manual,First,23.2,1248,5,3.77,Maruti
4466,Honda City 1.5,Delhi,2012,65055,Petrol,Manual,Second,17.0,1497,5,4.25,Honda
4467,BMW 3 Series,Mumbai,2014,23000,Diesel,Automatic,First,18.88,1995,5,19.9,BMW
4468,Volkswagen Jetta 2007-2011,Chennai,2009,60000,Diesel,Manual,First,15.0,1896,5,4.0,Volkswagen
4469,Maruti Swift Dzire,Kochi,2013,59350,Petrol,Manual,First,19.1,1197,5,4.16,Maruti
4470,Jaguar XF 2.2,Bangalore,2015,19000,Diesel,Automatic,Second,16.36,2179,5,38.0,Jaguar
4471,Hyundai Xcent 1.2,Kochi,2016,45560,Petrol,Automatic,First,16.9,1197,5,6.34,Hyundai
4472,Toyota Innova 2.5,Pune,2009,118000,Diesel,Manual,First,12.8,2494,8,4.5,Toyota
4473,Maruti Eeco 7,Chennai,2016,55000,Petrol,Manual,First,15.1,1196,7,3.75,Maruti
4474,Audi A4 New,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968,5,10.2,Audi
4475,Toyota Innova 2.5,Chennai,2007,145000,Diesel,Manual,First,12.8,2494,8,5.0,Toyota
4476,Maruti Grand Vitara,Mumbai,2008,46810,Petrol,Manual,First,9.8,1995,5,3.95,Maruti
4477,Volkswagen Vento 1.5,Coimbatore,2016,62767,Diesel,Manual,First,20.34,1498,5,9.75,Volkswagen
4478,Hyundai Elite i20,Kochi,2018,18553,Petrol,Manual,First,18.6,1197,5,7.93,Hyundai
4479,Ford Fiesta Classic,Hyderabad,2011,143143,Diesel,Manual,First,17.8,1399,5,2.1,Ford
4480,Mitsubishi Pajero Sport,Coimbatore,2015,53497,Diesel,Manual,First,13.5,2477,7,16.42,Mitsubishi
4481,Hyundai Santa Fe,Bangalore,2011,148000,Diesel,Manual,Second,14.66,2199,7,8.9,Hyundai
4482,Mahindra XUV500 W8,Pune,2012,95000,Diesel,Manual,First,15.1,2179,7,7.21,Mahindra
4483,Toyota Innova 2.5,Chennai,2015,100000,Diesel,Manual,First,12.8,2494,8,13.5,Toyota
4484,Mercedes-Benz GLE 350d,Chennai,2016,29000,Diesel,Automatic,First,11.57,2987,5,65.0,Mercedes-Benz
4485,Mahindra Scorpio 2009-2014,Bangalore,2014,87000,Diesel,Manual,First,12.05,2179,7,7.4,Mahindra
4486,Honda City 1.5,Kochi,2014,56838,Petrol,Automatic,First,16.8,1497,5,5.15,Honda
4487,Mercedes-Benz GL-Class 2007,Pune,2013,100000,Diesel,Automatic,First,12.0,2987,7,32.0,Mercedes-Benz
4488,Honda City 1.5,Kolkata,2011,125000,Petrol,Manual,First,17.0,1497,5,3.25,Honda
4489,Maruti Wagon R,Kolkata,2017,17000,Petrol,Automatic,First,22.5,998,5,3.95,Maruti
4490,Tata Indigo eCS,Pune,2013,70000,Petrol,Manual,Second,15.4,1193,5,1.5,Tata
4491,Hyundai i20 2015-2017,Pune,2010,50000,Petrol,Manual,Second,17.0,1197,5,3.0,Hyundai
4492,Honda Jazz Active,Kolkata,2010,39800,Petrol,Manual,First,16.0,1198,5,1.99,Honda
4493,Maruti A-Star Lxi,Kolkata,2010,60000,Petrol,Manual,First,19.0,998,5,1.35,Maruti
4494,BMW 3 Series,Hyderabad,2009,58000,Diesel,Automatic,First,16.07,1995,5,13.5,BMW
4495,Skoda Yeti Elegance,Hyderabad,2010,110009,Diesel,Manual,First,17.67,1968,5,6.99,Skoda
4496,Nissan Terrano XV,Hyderabad,2013,85000,Diesel,Manual,First,19.01,1461,5,8.5,Nissan
4497,Volkswagen Polo Diesel,Pune,2010,84000,Diesel,Manual,Second,22.07,1199,5,2.89,Volkswagen
4498,BMW 3 Series,Mumbai,2011,51000,Diesel,Automatic,First,22.69,1995,5,10.5,BMW
4499,Nissan Sunny 2011-2014,Kochi,2013,68880,Petrol,Manual,First,16.95,1498,5,3.97,Nissan
4500,Maruti Alto K10,Chennai,2017,5500,Petrol,Automatic,First,24.07,998,5,4.25,Maruti
4501,Maruti Ritz ZXI,Coimbatore,2016,40052,Petrol,Manual,First,21.1,1197,5,6.17,Maruti
4502,Audi Q5 30,Coimbatore,2016,47293,Diesel,Automatic,First,14.16,1968,5,38.72,Audi
4503,Hyundai Verna CRDi,Hyderabad,2013,79663,Diesel,Manual,First,16.8,1493,5,6.5,Hyundai
4504,Honda Amaze S,Jaipur,2013,63000,Diesel,Manual,Second,25.8,1498,5,4.25,Honda
4505,Honda City i,Kolkata,2014,45000,Diesel,Manual,First,26.0,1498,5,4.75,Honda
4506,Toyota Fortuner TRD,Kochi,2014,56501,Diesel,Automatic,First,12.9,2755,7,17.71,Toyota
4507,Volkswagen Vento 1.5,Jaipur,2015,58000,Diesel,Manual,First,20.34,1498,5,5.85,Volkswagen
4508,BMW 5 Series,Coimbatore,2011,51602,Diesel,Automatic,First,22.48,1995,5,17.27,BMW
4509,BMW 3 Series,Hyderabad,2007,74199,Diesel,Automatic,First,16.07,1995,5,9.25,BMW
4510,Hyundai Creta 1.6,Ahmedabad,2017,25000,Petrol,Automatic,First,13.0,1591,5,12.75,Hyundai
4511,BMW 3 Series,Pune,2016,70000,Diesel,Automatic,Second,21.76,1995,5,27.0,BMW
4512,Mercedes-Benz New C-Class,Bangalore,2013,25000,Diesel,Automatic,Second,14.84,2143,5,21.0,Mercedes-Benz
4513,Maruti Swift Dzire,Hyderabad,2017,22000,Diesel,Manual,First,26.59,1248,5,7.95,Maruti
4514,Maruti Celerio ZXI,Hyderabad,2015,47020,Petrol,Manual,Second,23.1,998,5,4.5,Maruti
4515,BMW 3 Series,Mumbai,2017,8000,Diesel,Automatic,First,19.59,1995,5,33.75,BMW
4516,Audi Q7 4.2,Delhi,2010,73000,Diesel,Automatic,First,11.33,4134,7,17.51,Audi
4517,Honda Jazz V,Kochi,2017,36973,Petrol,Manual,First,18.2,1199,5,6.8,Honda
4518,Tata Nano Cx,Coimbatore,2014,42083,Petrol,Manual,First,25.4,624,4,1.68,Tata
4519,Maruti Alto 800,Chennai,2016,61000,Petrol,Manual,First,24.7,796,5,2.9,Maruti
4520,Maruti Wagon R,Mumbai,2014,43628,Petrol,Manual,First,22.5,998,5,3.16,Maruti
4521,Hyundai Xcent 1.1,Jaipur,2014,60000,Diesel,Manual,First,24.4,1120,5,3.9,Hyundai
4522,Chevrolet Beat LT,Delhi,2010,54000,Petrol,Manual,Second,17.8,1199,5,1.95,Chevrolet
4523,Jaguar XF 2.2,Kochi,2015,27001,Diesel,Automatic,First,16.36,2179,5,26.52,Jaguar
4524,Volkswagen Passat Diesel,Chennai,2010,52000,Diesel,Automatic,First,18.33,1968,5,9.0,Volkswagen
4525,Hyundai i20 Asta,Hyderabad,2012,80000,Diesel,Manual,First,21.27,1396,5,4.5,Hyundai
4526,Mitsubishi Pajero 2.8,Chennai,2008,160000,Diesel,Manual,First,10.5,2835,6,8.75,Mitsubishi
4527,Maruti Vitara Brezza,Chennai,2018,3300,Diesel,Automatic,First,24.3,1248,5,11.5,Maruti
4528,Maruti Alto K10,Delhi,2016,35027,Petrol,Manual,First,24.07,998,5,3.0,Maruti
4529,Hyundai EON Magna,Coimbatore,2015,26568,Petrol,Manual,First,21.1,814,5,3.79,Hyundai
4530,Maruti Ciaz VDi,Ahmedabad,2015,59000,Diesel,Manual,First,28.09,1248,5,6.0,Maruti
4531,Hyundai Creta 1.6,Bangalore,2016,51000,Diesel,Manual,First,19.67,1582,5,13.25,Hyundai
4532,Skoda Superb Ambition,Delhi,2012,56400,Diesel,Automatic,First,17.2,1968,5,8.0,Skoda
4533,Volkswagen Polo 1.5,Hyderabad,2015,80000,Diesel,Manual,First,20.14,1498,5,5.8,Volkswagen
4534,Toyota Innova 2.5,Hyderabad,2013,107000,Diesel,Manual,Second,12.99,2494,7,13.5,Toyota
4535,Mercedes-Benz E-Class 2009-2013,Pune,2014,100000,Diesel,Automatic,First,14.21,2143,5,25.0,Mercedes-Benz
4536,Volkswagen Polo 1.5,Kochi,2016,59998,Diesel,Manual,First,20.14,1498,5,5.49,Volkswagen
4537,Audi Q3 2.0,Hyderabad,2013,105000,Diesel,Automatic,First,17.32,1968,5,19.0,Audi
4538,Hyundai i20 1.2,Kolkata,2011,36000,Petrol,Manual,First,18.5,1197,5,2.5,Hyundai
4539,Hyundai i10 Sportz,Kolkata,2015,24350,Petrol,Manual,Second,19.81,1086,5,3.0,Hyundai
4540,Tata Tigor 1.05,Kochi,2018,28973,Diesel,Manual,First,24.7,1047,5,6.64,Tata
4541,Hyundai EON Era,Kochi,2017,8243,Petrol,Manual,First,21.1,814,5,3.21,Hyundai
4542,Hyundai Santro Xing,Chennai,2009,136642,Petrol,Manual,Second,17.92,1086,5,1.55,Hyundai
4543,Hyundai Santro Xing,Hyderabad,2011,60000,Petrol,Manual,First,17.92,1086,5,2.59,Hyundai
4544,Mahindra Scorpio SLX,Chennai,2008,100000,Diesel,Manual,Second,12.7,2609,8,4.0,Mahindra
4545,Honda City i-VTEC,Jaipur,2010,48689,Petrol,Manual,First,17.4,1497,5,3.87,Honda
4546,Maruti Vitara Brezza,Bangalore,2017,45000,Diesel,Manual,First,24.3,1248,5,9.75,Maruti
4547,Audi A4 35,Kochi,2019,38163,Diesel,Automatic,First,17.11,1968,5,32.91,Audi
4548,Mercedes-Benz E-Class 2009-2013,Chennai,2011,43800,Diesel,Automatic,Second,14.21,2143,5,16.75,Mercedes-Benz
4549,Honda Civic 2006-2010,Jaipur,2007,92000,Petrol,Manual,First,13.5,1799,5,1.9,Honda
4550,Hyundai i20 Magna,Kochi,2017,14064,Petrol,Manual,First,18.6,1197,5,6.59,Hyundai
4551,Audi Q3 35,Coimbatore,2017,42366,Diesel,Automatic,First,15.73,1968,5,31.93,Audi
4552,Honda City i,Jaipur,2014,76551,Diesel,Manual,First,25.1,1498,5,7.25,Honda
4553,Hyundai i10 Era,Pune,2008,72672,Petrol,Manual,First,19.81,1086,5,1.9,Hyundai
4554,Maruti Swift VDI,Kolkata,2015,45000,Diesel,Manual,First,25.2,1248,5,3.55,Maruti
4555,Ford Endeavour 3.0L,Hyderabad,2012,91696,Diesel,Automatic,First,11.4,2953,7,9.25,Ford
4556,Ford Ikon 1.3,Kochi,2009,66484,Petrol,Manual,First,13.8,1299,5,1.65,Ford
4557,BMW X1 sDrive,Coimbatore,2019,15456,Diesel,Automatic,First,20.68,1995,5,36.64,BMW
4558,Mercedes-Benz E-Class 2009-2013,Mumbai,2011,55000,Diesel,Automatic,Second,14.21,2143,5,16.0,Mercedes-Benz
4559,Maruti Eeco 5,Kochi,2019,21112,CNG,Manual,First,15.1,1196,5,5.38,Maruti
4560,Honda Amaze S,Ahmedabad,2014,61297,Diesel,Manual,First,25.8,1498,5,4.35,Honda
4561,Maruti Zen LXi,Hyderabad,2006,80000,Petrol,Manual,Second,17.3,993,5,1.2,Maruti
4562,Hyundai i20 Magna,Jaipur,2013,59000,Petrol,Manual,Second,18.5,1197,5,4.1,Hyundai
4563,BMW X5 3.0d,Chennai,2009,150000,Diesel,Automatic,First,11.0,2993,5,18.75,BMW
4564,Hyundai Creta 1.6,Coimbatore,2017,60083,Diesel,Manual,First,19.67,1582,5,13.78,Hyundai
4565,Maruti Swift Dzire,Kolkata,2016,85450,Diesel,Manual,First,26.59,1248,5,4.0,Maruti
4566,Maruti Swift VDI,Jaipur,2013,88000,Diesel,Manual,First,22.9,1248,5,4.33,Maruti
4567,Hyundai Grand i10,Kochi,2015,81828,Diesel,Manual,First,24.0,1186,5,5.43,Hyundai
4568,Ford Figo Aspire,Mumbai,2016,18000,Petrol,Manual,First,18.16,1196,5,4.9,Ford
4569,BMW X5 X5,Chennai,2017,15000,Diesel,Automatic,First,15.97,2993,5,70.0,BMW
4570,Mercedes-Benz New C-Class,Kolkata,2016,34000,Diesel,Automatic,First,11.78,2143,5,25.5,Mercedes-Benz
4571,Hyundai Grand i10,Ahmedabad,2015,46000,Petrol,Automatic,First,18.9,1197,5,5.1,Hyundai
4572,Hyundai Verna 1.6,Hyderabad,2013,48158,Diesel,Manual,First,22.32,1582,5,6.7,Hyundai
4573,BMW 5 Series,Hyderabad,2013,93000,Diesel,Automatic,First,16.73,2993,5,26.5,BMW
4574,Nissan Micra Diesel,Ahmedabad,2013,71007,Diesel,Manual,First,23.08,1461,5,3.9,Nissan
4575,Maruti SX4 ZXI,Pune,2010,63067,Petrol,Manual,Second,15.5,1586,5,2.7,Maruti
4576,Tata Manza Aura,Hyderabad,2011,70259,Diesel,Manual,First,21.12,1248,5,2.95,Tata
4577,Audi A4 2.0,Ahmedabad,2015,13000,Diesel,Automatic,First,16.55,1968,5,23.0,Audi
4578,Maruti Swift Ldi,Pune,2009,140000,Diesel,Manual,Second,17.8,1248,5,2.49,Maruti
4579,Maruti Swift LDI,Jaipur,2015,130000,Diesel,Manual,First,25.2,1248,5,4.5,Maruti
4580,Toyota Corolla Altis,Delhi,2011,89401,Diesel,Manual,First,21.43,1364,5,4.5,Toyota
4581,Honda Jazz 1.5,Hyderabad,2015,67000,Diesel,Manual,First,27.3,1498,5,6.9,Honda
4582,BMW 6 Series,Kochi,2010,65329,Petrol,Automatic,First,7.94,4395,4,20.72,BMW
4583,Skoda Fabia 1.2,Jaipur,2010,72000,Petrol,Manual,First,16.25,1198,5,2.21,Skoda
4584,Fiat Siena 1.2,Jaipur,2001,70000,Petrol,Manual,Third,0.0,1242,5,0.55,Fiat
4585,Land Rover Freelander,Mumbai,2011,82000,Diesel,Automatic,Second,12.35,2179,5,13.9,Land
4586,Ford Fiesta 1.6,Pune,2010,85000,Petrol,Manual,First,15.3,1596,5,1.46,Ford
4587,Hyundai Verna SX,Pune,2012,83000,Diesel,Automatic,First,19.08,1582,5,6.0,Hyundai
4588,Renault KWID 1.0,Jaipur,2016,26000,Petrol,Manual,First,21.7,999,5,3.0,Renault
4589,Tata Indica Vista,Delhi,2012,27000,Diesel,Manual,First,22.3,1248,5,3.5,Tata
4590,Hyundai i20 Active,Kochi,2018,37746,Diesel,Manual,First,21.19,1396,5,7.59,Hyundai
4591,Maruti SX4 Zxi,Mumbai,2009,63274,Petrol,Manual,Second,15.0,1586,5,1.99,Maruti
4592,Renault KWID RXT,Hyderabad,2016,25000,Petrol,Manual,First,25.17,799,5,3.8,Renault
4593,Mahindra Xylo E4,Bangalore,2013,197000,Diesel,Manual,First,11.68,2498,7,4.0,Mahindra
4594,Hyundai EON D,Bangalore,2013,45010,Petrol,Manual,Second,21.1,814,5,2.95,Hyundai
4595,Honda Amaze VX,Delhi,2013,75348,Diesel,Manual,First,25.8,1498,5,3.75,Honda
4596,Volkswagen Polo Diesel,Kolkata,2010,90110,Diesel,Manual,First,22.07,1199,5,2.5,Volkswagen
4597,Honda City 1.5,Pune,2011,102013,Petrol,Manual,First,17.0,1497,5,3.75,Honda
4598,Toyota Fortuner 4x2,Pune,2015,36000,Diesel,Automatic,First,12.55,2982,7,22.0,Toyota
4599,Honda Amaze E,Kochi,2017,37578,Petrol,Manual,First,18.0,1198,5,6.14,Honda
4600,BMW 1 Series,Pune,2015,46001,Diesel,Automatic,First,20.58,1995,5,16.0,BMW
4601,Maruti Celerio VXI,Hyderabad,2014,46559,Petrol,Automatic,First,23.1,998,5,3.75,Maruti
4602,Toyota Innova 2.5,Mumbai,2015,48000,Diesel,Manual,First,12.99,2494,8,11.75,Toyota
4603,Jaguar XF 2.2,Pune,2013,46000,Diesel,Automatic,Second,16.36,2179,5,24.0,Jaguar
4604,Honda WRV i-VTEC,Hyderabad,2017,15000,Petrol,Manual,First,17.5,1199,5,8.9,Honda
4605,BMW X1 sDrive20d,Chennai,2012,85000,Diesel,Automatic,Third,17.05,1995,5,10.0,BMW
4606,Skoda Rapid 1.6,Mumbai,2014,32000,Petrol,Automatic,First,14.3,1598,5,5.55,Skoda
4607,Volkswagen Vento 1.6,Kochi,2012,60818,Petrol,Manual,First,16.09,1598,5,3.59,Volkswagen
4608,Ford EcoSport 1.5,Coimbatore,2019,35188,Diesel,Manual,First,22.77,1498,5,11.13,Ford
4609,Mahindra XUV500 W6,Jaipur,2012,110000,Diesel,Manual,First,15.1,2179,7,7.2,Mahindra
4610,Ford Fiesta Classic,Mumbai,2014,61000,Diesel,Manual,First,18.6,1388,5,2.98,Ford
4611,Hyundai Santro Xing,Pune,2010,75000,Petrol,Manual,Second,17.92,1086,5,1.7,Hyundai
4612,Mercedes-Benz GL-Class 2007,Delhi,2015,55000,Diesel,Automatic,First,12.0,2987,7,52.0,Mercedes-Benz
4613,Maruti Alto LXi,Pune,2003,69966,Petrol,Manual,First,19.7,796,5,0.95,Maruti
4614,Honda City i,Mumbai,2016,42000,Petrol,Manual,First,17.8,1497,5,9.25,Honda
4615,Hyundai Santa Fe,Bangalore,2014,48000,Diesel,Automatic,First,13.01,2199,7,16.25,Hyundai
4616,Mercedes-Benz GLA Class,Kolkata,2015,35000,Diesel,Automatic,First,17.9,2143,5,20.99,Mercedes-Benz
4617,Toyota Innova 2.5,Chennai,2005,128000,Diesel,Manual,Second,12.8,2494,8,4.25,Toyota
4618,BMW 3 Series,Bangalore,2008,78000,Diesel,Automatic,Second,16.07,1995,5,7.2,BMW
4619,Maruti Swift ZXI,Hyderabad,2011,53080,Petrol,Manual,First,18.6,1197,5,4.4,Maruti
4620,Volkswagen Vento Petrol,Pune,2011,66000,Petrol,Manual,Second,15.04,1598,5,4.25,Volkswagen
4621,Maruti Ertiga VXI,Ahmedabad,2012,25000,Petrol,Manual,First,16.02,1373,7,5.35,Maruti
4622,Hyundai Grand i10,Coimbatore,2016,36139,Petrol,Automatic,Second,18.9,1197,5,6.3,Hyundai
4623,Hyundai Creta 1.6,Delhi,2017,44000,Diesel,Manual,First,19.67,1582,5,12.5,Hyundai
4624,Audi A6 3.0,Ahmedabad,2008,50000,Diesel,Automatic,Second,16.77,2967,5,7.5,Audi
4625,Mahindra XUV500 W8,Delhi,2016,81177,Diesel,Manual,First,16.0,1997,7,11.25,Mahindra
4626,Ford EcoSport 1.5,Mumbai,2016,26000,Petrol,Automatic,First,16.05,1499,5,7.65,Ford
4627,Hyundai Xcent 1.1,Mumbai,2016,100000,Diesel,Manual,First,24.4,1120,5,4.5,Hyundai
4628,Volkswagen Vento 1.5,Hyderabad,2014,75000,Diesel,Automatic,First,21.21,1498,5,7.5,Volkswagen
4629,Mercedes-Benz S-Class 280,Kochi,2004,119859,Petrol,Automatic,First,13.0,2987,5,7.1,Mercedes-Benz
4630,Hyundai i10 Magna,Mumbai,2010,55980,Petrol,Manual,First,20.36,1197,5,2.25,Hyundai
4631,Audi A4 35,Hyderabad,2015,30000,Diesel,Automatic,First,17.11,1968,5,27.0,Audi
4632,Hyundai i20 Sportz,Pune,2012,49700,Diesel,Manual,Second,21.9,1396,5,4.18,Hyundai
4633,Hyundai Verna 1.4,Chennai,2013,79000,Diesel,Manual,First,23.5,1396,5,6.5,Hyundai
4634,Honda City 1.5,Delhi,2010,65100,Petrol,Manual,First,17.0,1497,5,3.15,Honda
4635,Maruti Ertiga VDI,Pune,2016,54161,Diesel,Manual,First,25.47,1248,7,7.64,Maruti
4636,Maruti Alto LXi,Hyderabad,2011,28619,Petrol,Manual,First,19.7,796,5,2.4,Maruti
4637,Maruti Wagon R,Mumbai,2016,9000,Petrol,Automatic,First,20.51,998,5,4.25,Maruti
4638,Hyundai Verna 1.6,Kochi,2016,42876,Diesel,Automatic,First,19.08,1582,5,9.31,Hyundai
4639,Maruti Alto LXi,Bangalore,2011,64000,Petrol,Manual,First,19.7,796,5,2.39,Maruti
4640,Volkswagen Vento 1.6,Kochi,2018,20488,Petrol,Manual,Second,16.09,1598,5,7.64,Volkswagen
4641,Maruti Baleno Zeta,Delhi,2016,21000,Petrol,Manual,First,21.4,1197,5,6.21,Maruti
4642,Land Rover Freelander,Jaipur,2012,119203,Diesel,Automatic,First,0.0,2179,5,16.5,Land
4643,Honda CR-V 2.0L,Kochi,2011,55987,Petrol,Automatic,First,13.7,1997,5,8.22,Honda
4644,Toyota Fortuner 2.8,Coimbatore,2017,72668,Diesel,Manual,First,14.24,2755,7,28.85,Toyota
4645,Honda City V,Mumbai,2015,32000,Petrol,Automatic,First,15.6,1497,5,8.5,Honda
4646,Mercedes-Benz SLK-Class 55,Bangalore,2014,3000,Petrol,Automatic,Second,12.0,5461,2,90.0,Mercedes-Benz
4647,Honda City i-VTEC,Mumbai,2015,10400,Petrol,Manual,First,17.4,1497,5,6.51,Honda
4648,Maruti Swift VDI,Mumbai,2013,35000,Diesel,Manual,First,22.9,1248,5,4.65,Maruti
4649,Toyota Corolla Altis,Kochi,2013,55101,Petrol,Automatic,First,14.53,1794,5,8.4,Toyota
4650,Toyota Etios Cross,Bangalore,2014,57464,Diesel,Manual,First,23.59,1364,5,5.75,Toyota
4651,Maruti Wagon R,Jaipur,2006,110000,Petrol,Manual,First,18.9,998,5,1.11,Maruti
4652,Mercedes-Benz E-Class 2015-2017,Mumbai,2014,72000,Petrol,Automatic,First,12.0,1991,5,17.25,Mercedes-Benz
4653,Jaguar XF Aero,Delhi,2012,16000,Diesel,Automatic,First,16.36,2179,5,32.0,Jaguar
4654,Hyundai i20 Sportz,Kochi,2011,62020,Petrol,Manual,First,17.0,1197,5,3.45,Hyundai
4655,Land Rover Freelander,Pune,2014,85000,Diesel,Automatic,Second,12.39,2179,5,23.0,Land
4656,Hyundai Elite i20,Kochi,2018,14223,Petrol,Manual,First,18.6,1197,5,7.32,Hyundai
4657,Honda Amaze S,Jaipur,2014,41210,Petrol,Manual,First,18.0,1198,5,4.4,Honda
4658,Mercedes-Benz M-Class ML,Bangalore,2015,20000,Diesel,Automatic,First,0.0,2987,5,47.35,Mercedes-Benz
4659,Maruti Alto 800,Coimbatore,2016,18043,Petrol,Manual,First,22.74,796,5,4.12,Maruti
4660,Toyota Innova Crysta,Chennai,2016,80000,Diesel,Automatic,First,11.36,2755,7,19.5,Toyota
4661,Hyundai Grand i10,Hyderabad,2016,21000,Petrol,Automatic,First,18.9,1197,5,6.2,Hyundai
4662,BMW X3 xDrive30d,Bangalore,2016,49000,Diesel,Automatic,First,16.55,2993,5,45.0,BMW
4663,Maruti 1000 AC,Hyderabad,1998,104000,Petrol,Manual,Second,15.0,970,5,0.85,Maruti
4664,Hyundai i20 Magna,Chennai,2010,95000,Petrol,Manual,Second,18.5,1197,5,2.8,Hyundai
4665,Hyundai Grand i10,Pune,2015,32000,Petrol,Automatic,First,18.9,1197,5,4.8,Hyundai
4666,Ford Fiesta 1.5,Hyderabad,2014,122800,Diesel,Manual,First,25.01,1498,5,5.65,Ford
4667,Mercedes-Benz E-Class 220,Ahmedabad,2011,78000,Diesel,Manual,Second,15.0,2148,5,14.5,Mercedes-Benz
4668,Maruti Swift Dzire,Ahmedabad,2015,69000,Diesel,Manual,First,26.59,1248,5,5.9,Maruti
4669,Toyota Etios VXD,Pune,2015,65000,Diesel,Manual,Second,23.59,1364,5,5.0,Toyota
4670,Hyundai Xcent 1.2,Ahmedabad,2015,23000,Petrol,Manual,First,19.1,1197,5,4.9,Hyundai
4671,Honda Civic 2006-2010,Ahmedabad,2009,70000,Petrol,Manual,First,13.5,1799,5,4.25,Honda
4672,Toyota Innova 2.5,Chennai,2014,250000,Diesel,Manual,First,12.99,2494,8,10.9,Toyota
4673,Hyundai Accent GLE,Delhi,2012,56000,Petrol,Manual,First,13.2,1495,5,2.45,Hyundai
4674,Maruti Alto 800,Pune,2013,30000,Petrol,Manual,First,22.74,796,5,2.5,Maruti
4675,Mercedes-Benz SL-Class SL,Kolkata,2010,35000,Petrol,Automatic,First,8.1,5461,2,29.5,Mercedes-Benz
4676,Ford Ecosport 1.5,Jaipur,2013,92250,Diesel,Manual,Second,22.7,1498,5,5.75,Ford
4677,Hyundai Xcent 1.2,Pune,2018,40000,Petrol,Manual,First,20.14,1197,5,5.0,Hyundai
4678,Skoda Rapid 1.6,Kochi,2014,96848,Petrol,Automatic,First,14.3,1598,5,4.62,Skoda
4679,Audi Q3 2012-2015,Delhi,2016,42000,Diesel,Automatic,First,15.73,1968,5,23.5,Audi
4680,Mahindra XUV500 W8,Kolkata,2013,55886,Diesel,Manual,First,16.0,2179,7,7.25,Mahindra
4681,Hyundai Verna VTVT,Kochi,2019,12336,Petrol,Manual,First,17.0,1591,5,11.88,Hyundai
4682,Hyundai Verna Xi,Chennai,2009,60000,Petrol,Manual,Third,13.9,1599,5,2.25,Hyundai
4683,Ford Ikon 1.6,Pune,2003,83000,Petrol,Manual,Second,14.2,1597,5,0.85,Ford
4684,Nissan Micra Active,Pune,2018,24000,Petrol,Manual,First,19.69,1198,5,4.0,Nissan
4685,Honda Brio VX,Pune,2016,32198,Petrol,Automatic,First,16.5,1198,5,5.1,Honda
4686,Toyota Innova 2.5,Hyderabad,2014,92247,Diesel,Manual,First,12.99,2494,7,12.5,Toyota
4687,Volkswagen Vento 1.5,Chennai,2011,121311,Diesel,Manual,First,20.64,1498,5,2.9,Volkswagen
4688,Mahindra XUV500 W10,Coimbatore,2016,66296,Diesel,Manual,First,16.0,2179,7,15.96,Mahindra
4689,Hyundai Xcent 1.2,Mumbai,2015,41000,Petrol,Automatic,First,16.9,1197,5,5.45,Hyundai
4690,Ford Endeavour 2.2,Kochi,2017,38681,Diesel,Manual,First,13.5,2198,7,23.86,Ford
4691,Chevrolet Spark 1.0,Kochi,2008,43761,Petrol,Manual,First,18.0,995,5,1.75,Chevrolet
4692,Maruti Ertiga SHVS,Hyderabad,2017,17400,Diesel,Manual,First,24.52,1248,7,9.75,Maruti
4693,Honda Amaze S,Bangalore,2013,61510,Diesel,Manual,First,25.8,1498,5,4.75,Honda
4694,Honda City i,Delhi,2014,60000,Petrol,Manual,First,17.4,1497,5,6.25,Honda
4695,Mini Cooper Countryman,Bangalore,2014,35165,Diesel,Automatic,Second,23.8,1998,5,22.0,Mini
4696,Toyota Corolla Altis,Kochi,2016,41617,Petrol,Automatic,First,14.53,1794,5,14.14,Toyota
4697,Hyundai Santro Xing,Kolkata,2005,45000,Petrol,Manual,First,17.0,1086,5,0.95,Hyundai
4698,Skoda Superb Elegance,Delhi,2014,65000,Petrol,Automatic,First,13.7,1798,5,11.95,Skoda
4699,Maruti Wagon R,Delhi,2011,68000,Petrol,Manual,First,18.9,998,5,2.5,Maruti
4700,Hyundai i10 Era,Mumbai,2013,49000,Petrol,Manual,First,19.81,1086,5,2.75,Hyundai
4701,Tata Tiago 1.2,Coimbatore,2019,16698,Petrol,Manual,First,23.84,1199,5,5.85,Tata
4702,Maruti Baleno Zeta,Ahmedabad,2016,30965,Petrol,Manual,First,21.4,1197,5,6.25,Maruti
4703,Volkswagen Vento 1.6,Mumbai,2014,56058,Petrol,Manual,First,15.04,1598,5,4.95,Volkswagen
4704,Hyundai Grand i10,Pune,2017,15356,Petrol,Manual,First,18.9,1197,5,4.75,Hyundai
